file_name,label
Experiment_2024-09-17_18-15-04_948_still_hand_open.hdf5,non_gesture
Experiment_2024-09-17_15-51-36_437_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_11-52-44_326_virtual_slider_right.hdf5,virtual_slider_right
Experiment_2024-09-17_11-52-49_479_virtual_slider_right.hdf5,virtual_slider_right
Experiment_2024-09-17_18-35-28_359_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_15-43-13_543_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-26-04_532_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-52-21_717_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_15-52-14_753_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_18-14-25_477_still_hand_open.hdf5,non_gesture
Experiment_2024-09-17_18-26-42_054_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_18-19-27_364_still_hand_open.hdf5,non_gesture
Experiment_2024-09-17_17-54-14_140_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_15-35-02_112_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-55-57_777_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_16-56-10_560_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-43-33_247_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_16-56-23_348_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_11-20-46_538_virtual_slider_left.hdf5,virtual_slider_left
Experiment_2024-09-17_15-35-16_457_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-58-01_695_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_11-07-19_506_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_18-01-50_332_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_11-23-43_151_virtual_slider_left.hdf5,virtual_slider_left
Experiment_2024-09-17_17-50-10_576_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_11-09-33_779_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_18-26-14_293_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_17-55-52_345_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_18-20-49_927_still_hand_open.hdf5,non_gesture
Experiment_2024-09-17_18-28-39_373_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_18-30-18_201_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_18-28-09_111_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_17-51-08_147_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_11-48-53_361_virtual_slider_right.hdf5,virtual_slider_right
Experiment_2024-09-17_11-20-15_923_virtual_slider_left.hdf5,virtual_slider_left
Experiment_2024-09-17_11-15-36_760_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_18-02-24_860_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_15-44-39_197_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-26-02_375_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-57-23_468_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_18-00-41_096_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_17-52-05_308_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_17-01-35_498_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-59-36_202_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_17-23-34_243_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-36-25_356_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_11-40-45_180_virtual_slider_right.hdf5,virtual_slider_right
Experiment_2024-09-17_15-59-10_882_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-51-27_382_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_15-44-31_157_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-04-14_491_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-05-51_650_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-03-37_669_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-56-09_708_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_12-12-19_157_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_11-30-42_418_virtual_slider_left.hdf5,virtual_slider_left
Experiment_2024-09-17_11-05-18_852_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_18-42-34_659_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_18-31-03_864_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_18-15-34_720_still_hand_open.hdf5,non_gesture
Experiment_2024-09-17_18-00-28_344_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_18-40-44_873_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_18-34-25_451_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_12-11-56_583_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_18-35-23_984_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_18-40-05_603_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_15-58-55_043_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-04-33_309_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-08-40_724_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_18-00-53_166_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_17-48-19_786_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_15-59-23_054_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_18-40-49_379_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_11-52-54_679_virtual_slider_right.hdf5,virtual_slider_right
Experiment_2024-09-17_12-16-13_173_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-30-00_143_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-48-52_905_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_11-28-44_207_virtual_slider_left.hdf5,virtual_slider_left
Experiment_2024-09-17_17-52-47_796_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_11-24-25_056_virtual_slider_left.hdf5,virtual_slider_left
Experiment_2024-09-17_11-41-58_544_virtual_slider_right.hdf5,virtual_slider_right
Experiment_2024-09-17_11-09-47_025_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_18-25-31_030_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_15-48-57_640_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_18-36-37_960_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_12-18-26_929_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_18-29-46_414_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_15-36-16_016_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_18-36-51_981_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_18-24-45_305_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_15-56-11_477_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_11-09-50_069_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_18-25-38_420_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_18-00-21_736_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_17-47-54_507_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_12-17-31_249_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_11-16-54_747_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_17-49-59_651_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_16-00-10_994_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-57-39_320_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-42-30_211_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-55-21_368_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-16-10_854_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-55-32_787_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_17-56-45_676_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_18-24-33_730_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_15-56-15_874_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-47-57_333_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-51-06_108_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_17-50-59_407_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_18-30-56_811_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_15-46-11_877_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_18-34-34_430_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_12-19-24_312_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_18-34-54_185_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_18-14-51_684_still_hand_open.hdf5,non_gesture
Experiment_2024-09-17_12-16-25_360_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-04-57_050_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-08-15_275_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_11-05-33_790_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_17-23-30_070_palm_release.hdf5,palm_release
Experiment_2024-09-17_18-40-01_053_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_17-48-30_596_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_18-26-44_381_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_17-30-08_280_palm_release.hdf5,palm_release
Experiment_2024-09-17_18-29-09_999_pinch_out_horizontal.hdf5,pinch_out_horizontal
Experiment_2024-09-17_11-25-42_457_virtual_slider_left.hdf5,virtual_slider_left
Experiment_2024-09-17_11-05-26_138_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_11-16-06_261_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_15-52-33_003_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_18-43-07_065_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_17-52-28_012_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_11-27-24_665_virtual_slider_left.hdf5,virtual_slider_left
Experiment_2024-09-17_12-18-31_811_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-48-23_947_virtual_knob_clockwise.hdf5,virtual_knob_clockwise
Experiment_2024-09-17_15-35-57_413_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_18-19-48_306_still_hand_open.hdf5,non_gesture
Experiment_2024-09-17_15-35-53_053_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_12-11-40_151_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-14-15_432_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_18-37-15_080_pinch_out_vertical.hdf5,pinch_out_vertical
Experiment_2024-09-17_11-50-46_096_virtual_slider_right.hdf5,virtual_slider_right
Experiment_2024-09-17_11-16-04_341_virtual_tap.hdf5,virtual_tap
Experiment_2024-09-17_17-04-51_913_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_18-19-09_428_still_hand_open.hdf5,non_gesture
Experiment_2024-09-17_12-13-41_738_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_11-30-21_863_virtual_slider_left.hdf5,virtual_slider_left
Experiment_2024-09-17_18-00-23_934_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_17-58-16_729_virtual_knob_anticlockwise.hdf5,virtual_knob_anticlockwise
Experiment_2024-09-17_11-48-56_121_virtual_slider_right.hdf5,virtual_slider_right
